Comarca,Código Comarca,Concello,Código Concello,Parroquia,Código Parroquia
Terra Chá,27,Cospeito,27015,Támoga (San Xiao),2701516
Terra Chá,27,Cospeito,27015,Vilar (Santa María),2701517
Terra Chá,27,Cospeito,27015,Xermar (Santa María),2701519
Terra Chá,27,Cospeito,27015,Xustás (Santiago),2701520
Terra Chá,27,Cospeito,27015,Momán (San Pedro),2701507
Terra Chá,27,Cospeito,27015,Arcillá (San Paio),2701501
Terra Chá,27,Cospeito,27015,Cospeito (Santa María),2701504
Terra Chá,27,Cospeito,27015,Lamas (San Martiño),2701506
Terra Chá,27,Cospeito,27015,Pino (San Martiño),2701509
Terra Chá,27,Cospeito,27015,Roás (San Miguel),2701511
Terra Chá,27,Cospeito,27015,Santa Cristina (San Xulián),2701512
Terra Chá,27,Cospeito,27015,Seixas (San Pedro),2701513
Terra Chá,27,Cospeito,27015,Vilapene (Santa María),2701518
Terra Chá,27,Guitiriz,27022,Becín (San Xiao),2702201
Terra Chá,27,Guitiriz,27022,O Buriz (San Pedro),2702202
Terra Chá,27,Guitiriz,27022,Labrada (Santa María),2702203
Terra Chá,27,Guitiriz,27022,Lagostelle (San Xoán),2702204
Terra Chá,27,Guitiriz,27022,Santa Mariña de Lagostelle (Santa Mariña),2702205
Terra Chá,27,Guitiriz,27022,Mariz (Santa Eulalia),2702206
Terra Chá,27,Guitiriz,27022,As Negradas (San Vicenzo),2702207
Terra Chá,27,Guitiriz,27022,Parga (Santo Estevo),2702208
Terra Chá,27,Guitiriz,27022,Pedrafita (San Mamede),2702209
Terra Chá,27,Guitiriz,27022,Pígara (San Pedro),2702210
Terra Chá,27,Guitiriz,27022,Roca (San Xiao),2702211
Terra Chá,27,Guitiriz,27022,San Breixo de Parga (San Breixo),2702212
Terra Chá,27,Guitiriz,27022,San Salvador de Parga (San Salvador),2702213
Terra Chá,27,Guitiriz,27022,Santa Cruz de Parga (Santa Cruz),2702214
Terra Chá,27,Guitiriz,27022,Santa Locaia de Parga (Santa Locaia),2702215
Terra Chá,27,Guitiriz,27022,Trasparga (Santiago),2702216
Terra Chá,27,Guitiriz,27022,Vilar (Santa María),2702217
Terra Chá,27,Guitiriz,27022,Os Vilares (San Vicenzo),2702218
Terra Chá,27,Muras,27033,Ambosores (Santa María),2703301
Terra Chá,27,Muras,27033,A Balsa (Santa María),2703302
Terra Chá,27,Muras,27033,O Burgo (Santa María),2703303
Terra Chá,27,Muras,27033,Irixoa (San Xillao),2703304
Terra Chá,27,Muras,27033,Muras (San Pedro),2703305
Terra Chá,27,Muras,27033,Silán (Santo Estevo),2703306
Terra Chá,27,Muras,27033,O Sisto (Santa María),2703307
Terra Chá,27,Muras,27033,O Viveiró (Santa María),2703308
Terra Chá,27,Vilalba,27065,Alba  (San Xoán),2706501
Terra Chá,27,Vilalba,27065,Árbol (San Lourenzo),2706502
Terra Chá,27,Vilalba,27065,Belesar  (San Martiño),2706503
Terra Chá,27,Vilalba,27065,Boizán (Santiago),2706504
Terra Chá,27,Vilalba,27065,Carballido (Santa María),2706505
Terra Chá,27,Vilalba,27065,Codesido (San Martiño),2706506
Terra Chá,27,Vilalba,27065,Corvelle (San Bartolomeu),2706507
Terra Chá,27,Vilalba,27065,San Simón da Costa (San Simón),2706508
Terra Chá,27,Vilalba,27065,Distriz (San Martiño),2706509
Terra Chá,27,Vilalba,27065,Goiriz (Santiago),2706510
Terra Chá,27,Vilalba,27065,Gondaísque (Santa María),2706511
Terra Chá,27,Vilalba,27065,Insua (San Bartolomeu),2706512
Terra Chá,27,Vilalba,27065,Ladra (San Salvador),2706513
Terra Chá,27,Vilalba,27065,Lanzós (San Martiño),2706514
Terra Chá,27,Vilalba,27065,Lanzós (San Salvador),2706515
Terra Chá,27,Vilalba,27065,Mourence (San Xiao),2706516
Terra Chá,27,Vilalba,27065,Nete (San Cosme),2706517
Terra Chá,27,Vilalba,27065,Noche (San Martiño),2706518
Terra Chá,27,Vilalba,27065,Oleiros (San Mamede),2706519
Terra Chá,27,Vilalba,27065,Rioaveso (San Xurxo),2706520
Terra Chá,27,Vilalba,27065,Román (Santalla),2706521
Terra Chá,27,Vilalba,27065,Samarugo (Santiago),2706522
Terra Chá,27,Vilalba,27065,Sancovade (Santiago),2706523
Terra Chá,27,Vilalba,27065,Santaballa (San Pedro),2706524
Terra Chá,27,Vilalba,27065,Soexo (Santa María),2706525
Terra Chá,27,Vilalba,27065,Tardade (Santa María),2706526
Terra Chá,27,Vilalba,27065,A Torre (Santa María),2706527
Terra Chá,27,Vilalba,27065,Villalba (Santa María),2706528
Terra Chá,27,Vilalba,27065,Vilapedre (San Mamede),2706529
Terra Chá,27,Vilalba,27065,Xoibán (San Salvador),2706530
Terra Chá,27,Xermade,27021,Burgás (Santa Baia),2702101
Terra Chá,27,Xermade,27021,Cabreiros (Santa Mariña),2702102
Terra Chá,27,Xermade,27021,Candamil (San Miguel),2702103
Terra Chá,27,Xermade,27021,Cazás (San Xulián),2702104
Terra Chá,27,Xermade,27021,Lousada (Santo André),2702105
Terra Chá,27,Xermade,27021,Miraz (San Pedro),2702106
Terra Chá,27,Xermade,27021,Momán (San Mamede),2702107
Terra Chá,27,Xermade,27021,Piñeiro (San Martiño),2702108
Terra Chá,27,Xermade,27021,Roupar (San Pedro Fiz),2702109
Terra Chá,27,Xermade,27021,Xermade (Santa María),2702110
Ourense,32,A Peroxa,32059,San Cibrao de Armental (San Cibrao),3205901
Ourense,32,A Peroxa,32059,Armental (San Salvador),3205902
Ourense,32,A Peroxa,32059,Beacán (Santa María),3205903
Ourense,32,A Peroxa,32059,Carracedo (Santiago),3205904
Ourense,32,A Peroxa,32059,Celaguantes (San Xulián),3205905
Ourense,32,A Peroxa,32059,Graíces (San Vicente),3205906
Ourense,32,A Peroxa,32059,Gueral (San Martiño),3205907
Ourense,32,A Peroxa,32059,Mirallos (Santa María),3205908
Ourense,32,A Peroxa,32059,Os Peares (Nosa Señora do Pilar),3205909
Ourense,32,A Peroxa,32059,A Peroxa (Santiago),3205910
Ourense,32,A Peroxa,32059,San Xes da Peroxa (San Xes),3205911
Ourense,32,A Peroxa,32059,O Souto (San Cristovo),3205912
Ourense,32,A Peroxa,32059,Toubes (Santiago),3205913
Ourense,32,A Peroxa,32059,Vilarrubín (San Martiño),3205914
Ourense,32,Amoeiro,32002,Abruciños (San Xoán),3200201
Ourense,32,Amoeiro,32002,Bóveda de Amoeiro (San Paio),3200203
Ourense,32,Amoeiro,32002,Cornoces (San Martiño),3200204
Ourense,32,Amoeiro,32002,Fontefría (Santa Mariña),3200205
Ourense,32,Amoeiro,32002,Parada de Amoeiro (Santiago),3200206
Ourense,32,Amoeiro,32002,Rouzós (San Cibrao),3200207
Ourense,32,Amoeiro,32002,Trasalba (San Pedro),3200208
Ourense,32,Amoeiro,32002,Amoeiro (Santa María),3200202
Ourense,32,Barbadás,32008,Barbadás (San Xoán),3200801
Ourense,32,Barbadás,32008,Bentraces (San Xoán),3200802
Ourense,32,Barbadás,32008,Loiro (San Martiño),3200803
Ourense,32,Barbadás,32008,Piñor (San Lourenzo),3200804
Ourense,32,Barbadás,32008,Sobrado do Bispo (Santa María),3200805
Ourense,32,Barbadás,32008,A Valenzá (San Bernabeu),3200806
Ourense,32,Coles,32026,Albán (San Paio),3202601
Ourense,32,Coles,32026,Santa Mariña de Albán (Santa Mariña),3202602
Ourense,32,Coles,32026,A Barra (Santa María),3202603
Ourense,32,Coles,32026,Cambeo (Santo Estevo),3202604
Ourense,32,Coles,32026,Coles (San Xoán),3202605
Ourense,32,Coles,32026,Gueral (San Martiño),3202606
Ourense,32,Coles,32026,Gustei (Santiago),3202607
Ourense,32,Coles,32026,Melias (San Miguel),3202608
Ourense,32,Coles,32026,Santo Eusebio da Peroxa (Santo Eusebio),3202609
Ourense,32,Coles,32026,Ribela (San Xillao),3202610
Ourense,32,Coles,32026,Ucelle (Santa María),3202611
Ourense,32,Esgos,32031,Santa Olaia de Esgos (Santa Olaia),3203101
Ourense,32,Esgos,32031,Esgos (Santa María),3203102
Ourense,32,Esgos,32031,Loña do Monte (San Salvador),3203103
Ourense,32,Esgos,32031,Os Pensos (San Pedro),3203104
Ourense,32,Esgos,32031,Rocas (San Pedro),3203105
Ourense,32,Esgos,32031,Triós (San Pedro),3203106
Ourense,32,Esgos,32031,Vilar de Ordelles (Santa María),3203107
Ourense,32,Nogueira de Ramuín,32052,Armariz (San Cristovo),3205201
Ourense,32,Nogueira de Ramuín,32052,San Miguel do Campo (San Miguel),3205202
Ourense,32,Nogueira de Ramuín,32052,A Carballeira (San Xosé),3205203
Ourense,32,Nogueira de Ramuín,32052,Cerreda (Santiago),3205204
Ourense,32,Nogueira de Ramuín,32052,Faramontaos (Santa María),3205205
Ourense,32,Nogueira de Ramuín,32052,Loña do Monte (San Salvador),3205206
Ourense,32,Nogueira de Ramuín,32052,Moura (San Xoán),3205207
Ourense,32,Nogueira de Ramuín,32052,Nogueira de Ramuín (San Martiño),3205208
Ourense,32,Nogueira de Ramuín,32052,Santo Estevo de Ribas de Sil (Santo Estevo),3205209
Ourense,32,Nogueira de Ramuín,32052,Santa Cruz de Rubiacós (Santa Cruz),3205210
Ourense,32,Nogueira de Ramuín,32052,Vilar de Cerreda (Santa Baia),3205211
Ourense,32,Nogueira de Ramuín,32052,Viñoás (Santa María),3205212
Ourense,32,Nogueira de Ramuín,32052,Luíntra (Santa Baia),3205213
Ourense,32,O Pereiro de Aguiar,32058,Calvelle (San Miguel),3205801
Ourense,32,O Pereiro de Aguiar,32058,Covas (San Cibrao),3205802
Ourense,32,O Pereiro de Aguiar,32058,Chaodarcas (Santa Ana),3205803
Ourense,32,O Pereiro de Aguiar,32058,A Lamela (Santa María),3205804
Ourense,32,O Pereiro de Aguiar,32058,Melias (Santa María),3205805
Ourense,32,O Pereiro de Aguiar,32058,San Xoán de Moreiras (San Xoán),3205806
Ourense,32,O Pereiro de Aguiar,32058,San Martiño de Moreiras (San Martiño),3205807
Ourense,32,O Pereiro de Aguiar,32058,Santa Marta de Moreiras (Santa Marta),3205808
Ourense,32,O Pereiro de Aguiar,32058,Prexigueiró (San Salvador),3205809
Ourense,32,O Pereiro de Aguiar,32058,Sabadelle (San Martiño),3205810
Ourense,32,O Pereiro de Aguiar,32058,Tibiás (San Bernaldo),3205811
Ourense,32,O Pereiro de Aguiar,32058,Triós (San Pedro),3205812
Ourense,32,O Pereiro de Aguiar,32058,Vilariño (Santa Cristina),3205813
Ourense,32,Ourense,32054,Ourense,3205400
Ourense,32,Ourense,32054,Arrabaldo (Santa Cruz),3205401
Ourense,32,Ourense,32054,Beiro (Santa Baia),3205402
Ourense,32,Ourense,32054,O Castro de Beiro (Santo André),3205404
Ourense,32,Ourense,32054,Ceboliño (Bo Xesús),3205405
Ourense,32,Ourense,32054,Cudeiro (San Pedro),3205406
Ourense,32,Ourense,32054,Santa Mariña do Monte (Santa Mariña),3205407
Ourense,32,Ourense,32054,Montealegre (A Milagrosa),3205408
Ourense,32,Ourense,32054,Palmés (San Mamede),3205411
Ourense,32,Ourense,32054,Rairo (Santa Lucía),3205412
Ourense,32,Ourense,32054,Reza (Santa María),3205413
Ourense,32,Ourense,32054,Seixalbo (San Breixo),3205414
Ourense,32,Ourense,32054,Trasalba (San Pedro),3205416
Ourense,32,Ourense,32054,Untes (Santo Estevo),3205417
Ourense,32,Ourense,32054,Velle (Santa Marta),3205418
Ourense,32,Ourense,32054,Vilar de Astrés (Purísima Concepción),3205419
Ourense,32,Ourense,32054,Vista Fermosa (San Xosé),3205420
Ourense,32,Ourense,32054,Canedo (San Miguel),3205422
Ourense,32,San Cibrao das Viñas,32075,Gargantós (Santa Comba),3207501
Ourense,32,San Cibrao das Viñas,32075,Noalla (San Salvador),3207502
Ourense,32,San Cibrao das Viñas,32075,Pazos de San Clodio (San Clodio),3207503
Ourense,32,San Cibrao das Viñas,32075,Santa Cruz da Rabeda (Santa Cruz),3207504
Ourense,32,San Cibrao das Viñas,32075,Rante (Santo André),3207505
Ourense,32,San Cibrao das Viñas,32075,San Cibrao das Viñas (Santo Ildefonso),3207506
Ourense,32,San Cibrao das Viñas,32075,Soutopenedo (San Miguel),3207507
Ourense,32,Taboadela,32079,O Mesón de Calvos (Santa María),3207901
Ourense,32,Taboadela,32079,Santiago da Rabeda (Santiago),3207903
Ourense,32,Taboadela,32079,Soutomaior (Santiago),3207904
Ourense,32,Taboadela,32079,Taboadela (San Miguel),3207905
Ourense,32,Taboadela,32079,A Touza (San Xurxo),3207906
Ourense,32,Taboadela,32079,Torán (Santa María),3207907
Ourense,32,Toén,32081,Alongos (San Martiño),3208101
Ourense,32,Toén,32081,Feá (Santa María),3208102
Ourense,32,Toén,32081,Moreiras (San Pedro),3208103
Ourense,32,Toén,32081,Mugares (Santa María),3208104
Ourense,32,Toén,32081,Puga (San Mamede),3208105
Ourense,32,Toén,32081,Toén (Santa María),3208106
Ourense,32,Toén,32081,Trelle (Nosa Señora dos Anxos),3208107
Ourense,32,Toén,32081,Xestosa (Santa María),3208108
Ourense,32,Vilamarín,32087,Boimorto (Santa Baia),3208701
Ourense,32,Vilamarín,32087,León (Santa Baia),3208702
Ourense,32,Vilamarín,32087,Orbán (Santa María),3208703
Ourense,32,Vilamarín,32087,Reádegos (San Vicente),3208704
Ourense,32,Vilamarín,32087,O Río (San Salvador),3208705
Ourense,32,Vilamarín,32087,Sobreira (San Xoán),3208706
Ourense,32,Vilamarín,32087,Tamallancos (Santa María),3208707
Ourense,32,Vilamarín,32087,Vilamarín (Santiago),3208708
Ourense,32,Vilamarín,32087,Viña (San Román),3208709
Terra De Trives,32,A Pobra de Trives,32063,Cotarós (Santiago),3206304
Terra De Trives,32,A Pobra de Trives,32063,Xunqueira (San Pedro),3206306
Terra De Trives,32,A Pobra de Trives,32063,Mendoia (Nosa Señora da Concepción),3206307
Terra De Trives,32,A Pobra de Trives,32063,Navea (San Miguel),3206308
Terra De Trives,32,A Pobra de Trives,32063,Pareisás (Santo Antonio),3206309
Terra De Trives,32,A Pobra de Trives,32063,Pena Folenche (Santa María),3206311
Terra De Trives,32,A Pobra de Trives,32063,Somoza (San Miguel),3206315
Terra De Trives,32,A Pobra de Trives,32063,San Lourenzo de Trives (San Lourenzo),3206316
Terra De Trives,32,A Pobra de Trives,32063,San Mamede de Trives (San Mamede),3206317
Terra De Trives,32,A Pobra de Trives,32063,A Encomenda (Santo Antonio),3206305
Terra De Trives,32,A Pobra de Trives,32063,Piñeiro (San Sebastián),3206312
Terra De Trives,32,A Pobra de Trives,32063,Barrio (San Xoán),3206301
Terra De Trives,32,A Pobra de Trives,32063,A Pobra de Trives (Santo Cristo da Misericordia),3206313
Terra De Trives,32,A Pobra de Trives,32063,Sobrado (San Salvador),3206314
Terra De Trives,32,A Pobra de Trives,32063,Trives (Santa María),3206318
Terra De Trives,32,A Pobra de Trives,32063,Pena Petada (Santo Estevo),3206310
Terra De Trives,32,A Pobra de Trives,32063,Cova (Santa María),3206303
Terra De Trives,32,A Pobra de Trives,32063,Vilanova (Santa María),3206319
Terra De Trives,32,A Pobra de Trives,32063,O Castro (San Nicolao),3206302
Terra De Trives,32,Chandrexa de Queixa,32029,Cadeliña (San Pedro),3202901
Terra De Trives,32,Chandrexa de Queixa,32029,O Candedo (Santa María),3202902
Terra De Trives,32,Chandrexa de Queixa,32029,Casteligo (San Martiño),3202903
Terra De Trives,32,Chandrexa de Queixa,32029,Casteloais (San Pedro),3202904
Terra De Trives,32,Chandrexa de Queixa,32029,Celeiros (San Martiño),3202905
Terra De Trives,32,Chandrexa de Queixa,32029,Chandrexa (San Pedro),3202906
Terra De Trives,32,Chandrexa de Queixa,32029,Chaveán (San Bartolomeu),3202907
Terra De Trives,32,Chandrexa de Queixa,32029,Drados (Santo Isidoro),3202908
Terra De Trives,32,Chandrexa de Queixa,32029,Fitoiro (San Paio),3202909
Terra De Trives,32,Chandrexa de Queixa,32029,Fonteita (Santo André),3202910
Terra De Trives,32,Chandrexa de Queixa,32029,Forcadas (Santa María),3202911
Terra De Trives,32,Chandrexa de Queixa,32029,Parada Seca (Santa María),3202912
Terra De Trives,32,Chandrexa de Queixa,32029,Parafita (San Bartolomeu),3202913
Terra De Trives,32,Chandrexa de Queixa,32029,Queixa (Santa Cruz),3202914
Terra De Trives,32,Chandrexa de Queixa,32029,Rabal (Santa María),3202915
Terra De Trives,32,Chandrexa de Queixa,32029,Requeixo (Santa María Madanela),3202916
Terra De Trives,32,Chandrexa de Queixa,32029,San Cristovo (San Cristovo),3202917
Terra De Trives,32,Chandrexa de Queixa,32029,Vilar (San Cosme),3202918
Terra De Trives,32,Manzaneda,32044,Manzaneda (San Martiño),3204403
Terra De Trives,32,Manzaneda,32044,Reigada (Santa María Madanela),3204407
Terra De Trives,32,Manzaneda,32044,San Martiño de Manzaneda (San Martiño),3204404
Terra De Trives,32,Manzaneda,32044,Cernado (Santa María),3204401
Terra De Trives,32,Manzaneda,32044,Placín (Santiago),3204406
Terra De Trives,32,Manzaneda,32044,Soutipedre (San Marcos),3204409
Terra De Trives,32,Manzaneda,32044,San Miguel de Bidueira (San Miguel),3204410
Terra De Trives,32,Manzaneda,32044,Requeixo (San Bartolomeu),3204408
Terra De Trives,32,Manzaneda,32044,Paradela (Santo Antonio),3204405
Terra De Trives,32,Manzaneda,32044,Cesuris (Santa María),3204402
Terra De Trives,32,San Xoán de Río,32070,Seoane de Argas (San Xoán),3207001
Terra De Trives,32,San Xoán de Río,32070,San Silvestre de Argas (San Silvestre),3207002
Terra De Trives,32,San Xoán de Río,32070,As Cabanas (San Paio),3207003
Terra De Trives,32,San Xoán de Río,32070,Castrelo (Santa María),3207004
Terra De Trives,32,San Xoán de Río,32070,Cerdeira (Santa María Madanela),3207005
Terra De Trives,32,San Xoán de Río,32070,Medos (Santa Mariña),3207006
Terra De Trives,32,San Xoán de Río,32070,San Xoán de Río (San Xoán),3207007
Terra De Trives,32,San Xoán de Río,32070,San Xurxo (Santa María da O),3207008
Terra De Trives,32,San Xoán de Río,32070,Vilardá (Santa María),3207009
Terra De Lemos,27,A Pobra do Brollón,27047,Barxa de Lor (Santa Mariña),2704701
Terra De Lemos,27,A Pobra do Brollón,27047,Abrence (San Xoán),2704702
Terra De Lemos,27,A Pobra do Brollón,27047,Canedo (San Miguel),2704703
Terra De Lemos,27,A Pobra do Brollón,27047,Castroncelos (Santiago),2704704
Terra De Lemos,27,A Pobra do Brollón,27047,Castrosante (Santa Mariña),2704705
Terra De Lemos,27,A Pobra do Brollón,27047,Cereixa (San Pedro),2704706
Terra De Lemos,27,A Pobra do Brollón,27047,Eixón (San Xurxo),2704707
Terra De Lemos,27,A Pobra do Brollón,27047,Ferreiros (San Salvador),2704708
Terra De Lemos,27,A Pobra do Brollón,27047,A Ferreirúa (San Martiño),2704709
Terra De Lemos,27,A Pobra do Brollón,27047,Fornelas (Santa Comba),2704710
Terra De Lemos,27,A Pobra do Brollón,27047,Lamaigrexa (San Pedro),2704711
Terra De Lemos,27,A Pobra do Brollón,27047,Liñares (San Cosme),2704712
Terra De Lemos,27,A Pobra do Brollón,27047,Óutara (Santa María),2704713
Terra De Lemos,27,A Pobra do Brollón,27047,Parada dos Montes (Santa Einés),2704714
Terra De Lemos,27,A Pobra do Brollón,27047,Pinel (Santa María),2704715
Terra De Lemos,27,A Pobra do Brollón,27047,Piño (Santa María),2704716
Terra De Lemos,27,A Pobra do Brollón,27047,A Pobra do Brollón (San Pedro),2704717
Terra De Lemos,27,A Pobra do Brollón,27047,Santalla de Rei (Santalla),2704718
Terra De Lemos,27,A Pobra do Brollón,27047,Saa (Santa María),2704719
Terra De Lemos,27,A Pobra do Brollón,27047,Salcedo (San Xoán),2704720
Terra De Lemos,27,A Pobra do Brollón,27047,Veiga (San Xián),2704721
Terra De Lemos,27,A Pobra do Brollón,27047,Vilachá (San Mamede),2704722
Terra De Lemos,27,Bóveda,27008,Bóveda (San Martiño),2700801
Terra De Lemos,27,Bóveda,27008,Freituxe (Santiago),2700802
Terra De Lemos,27,Bóveda,27008,Guntín (San Cristovo),2700803
Terra De Lemos,27,Bóveda,27008,Martín (San Cristovo),2700804
Terra De Lemos,27,Bóveda,27008,Mosteiro (San Paio),2700805
Terra De Lemos,27,Bóveda,27008,Remesar (San Xoán),2700806
Terra De Lemos,27,Bóveda,27008,Ribas Pequenas (Santiago),2700807
Terra De Lemos,27,Bóveda,27008,San Fiz de Rubián (San Fiz),2700808
Terra De Lemos,27,Bóveda,27008,Rubián (Santiago),2700809
Terra De Lemos,27,Bóveda,27008,Teilán (Santa Baia),2700810
Terra De Lemos,27,Bóveda,27008,Tuimil (Santa María),2700811
Terra De Lemos,27,Bóveda,27008,Ver (San Vicenzo),2700812
Terra De Lemos,27,Bóveda,27008,Vilalpape (San Bartolomeu),2700813
Terra De Lemos,27,Bóveda,27008,Vilarbuxán (San Bartolomeu),2700814
Terra De Lemos,27,Monforte de Lemos,27031,Monforte de Lemos,2703100
Terra De Lemos,27,Monforte de Lemos,27031,Baamorto (Santa María),2703101
Terra De Lemos,27,Monforte de Lemos,27031,Vascós (San Martiño),2703102
Terra De Lemos,27,Monforte de Lemos,27031,Caneda (Santalla),2703103
Terra De Lemos,27,Monforte de Lemos,27031,O Chao do Fabeiro (San Ramón),2703104
Terra De Lemos,27,Monforte de Lemos,27031,Chavaga (San Xoán),2703105
Terra De Lemos,27,Monforte de Lemos,27031,Distriz (Santo André),2703106
Terra De Lemos,27,Monforte de Lemos,27031,Fiolleda (San Cosmede),2703107
Terra De Lemos,27,Monforte de Lemos,27031,Gullade (Santo Acisclo),2703108
Terra De Lemos,27,Monforte de Lemos,27031,Guntín (Santa Lucía),2703109
Terra De Lemos,27,Monforte de Lemos,27031,Marcelle (San Miguel),2703110
Terra De Lemos,27,Monforte de Lemos,27031,Santa Mariña do Monte (Santa Mariña),2703112
Terra De Lemos,27,Monforte de Lemos,27031,Moreda (San Salvador),2703113
Terra De Lemos,27,Monforte de Lemos,27031,As Nocedas (San Estevo),2703114
Terra De Lemos,27,Monforte de Lemos,27031,A Parte (Santa María),2703115
Terra De Lemos,27,Monforte de Lemos,27031,A Penela (Santa María),2703116
Terra De Lemos,27,Monforte de Lemos,27031,Piñeira (San Martiño),2703117
Terra De Lemos,27,Monforte de Lemos,27031,Reigada (San Salvador),2703118
Terra De Lemos,27,Monforte de Lemos,27031,Ribas Altas (San Pedro),2703119
Terra De Lemos,27,Monforte de Lemos,27031,Rozavales (Santa María),2703120
Terra De Lemos,27,Monforte de Lemos,27031,Seoane (San Salvador),2703121
Terra De Lemos,27,Monforte de Lemos,27031,Sindrán (San Pedro),2703122
Terra De Lemos,27,Monforte de Lemos,27031,Tor (San Xoán),2703123
Terra De Lemos,27,Monforte de Lemos,27031,San Xiao de Tor (San Xiao),2703124
Terra De Lemos,27,Monforte de Lemos,27031,Valverde (San Pedro),2703125
Terra De Lemos,27,Monforte de Lemos,27031,A Vide (San Cibrao),2703126
Terra De Lemos,27,Monforte de Lemos,27031,Vilamarín (San Fiz),2703127
Terra De Lemos,27,O Saviñao,27058,Abuíme (San Xoán),2705801
Terra De Lemos,27,O Saviñao,27058,A Broza (San Tomé),2705802
Terra De Lemos,27,O Saviñao,27058,A Cova (San Martiño),2705803
Terra De Lemos,27,O Saviñao,27058,Chave (San Sadurniño),2705804
Terra De Lemos,27,O Saviñao,27058,Diomondi (San Paio),2705805
Terra De Lemos,27,O Saviñao,27058,Eirexafeita (San Vicente),2705806
Terra De Lemos,27,O Saviñao,27058,Fión (San Lourenzo),2705807
Terra De Lemos,27,O Saviñao,27058,Freán (Santa Cecilia),2705808
Terra De Lemos,27,O Saviñao,27058,A Laxe (San Fiz),2705809
Terra De Lemos,27,O Saviñao,27058,Licín (Santalla),2705810
Terra De Lemos,27,O Saviñao,27058,Louredo (Santiago),2705811
Terra De Lemos,27,O Saviñao,27058,Marrube (Santa María),2705812
Terra De Lemos,27,O Saviñao,27058,Mourelos (San Xulián),2705813
Terra De Lemos,27,O Saviñao,27058,Ousende (Santa María),2705814
Terra De Lemos,27,O Saviñao,27058,Piñeiró (San Sadurniño),2705815
Terra De Lemos,27,O Saviñao,27058,Rebordaos (Santalla),2705816
Terra De Lemos,27,O Saviñao,27058,Reiriz (Santa María),2705817
Terra De Lemos,27,O Saviñao,27058,Santo Estevo de Ribas de Miño (Santo Estevo),2705818
Terra De Lemos,27,O Saviñao,27058,San Vitoiro de Ribas de Miño (San Vitoiro),2705819
Terra De Lemos,27,O Saviñao,27058,Rosende (Santa Mariña),2705820
Terra De Lemos,27,O Saviñao,27058,Segán (Santa María),2705821
Terra De Lemos,27,O Saviñao,27058,Seteventos (Santa María),2705822
Terra De Lemos,27,O Saviñao,27058,Sobreda (San Xoán),2705823
Terra De Lemos,27,O Saviñao,27058,Vilacaiz (San Xulián),2705824
Terra De Lemos,27,O Saviñao,27058,Vilaesteva (San Salvador),2705825
Terra De Lemos,27,O Saviñao,27058,Vilasante (San Salvador),2705826
Terra De Lemos,27,O Saviñao,27058,Vilatán (San Xoán),2705827
Terra De Lemos,27,O Saviñao,27058,Vilelos (San Martiño),2705828
Terra De Lemos,27,O Saviñao,27058,Xuvencos (Santiago),2705829
Terra De Lemos,27,Pantón,27041,Acedre (San Romao),2704101
Terra De Lemos,27,Pantón,27041,Atán (Santo Estevo),2704102
Terra De Lemos,27,Pantón,27041,San Fiz de Cangas (San Fiz),2704103
Terra De Lemos,27,Pantón,27041,Cangas (Santiago),2704104
Terra De Lemos,27,Pantón,27041,San Vicente de Castillón (San Vicente),2704105
Terra De Lemos,27,Pantón,27041,Castillón (Santiago),2704106
Terra De Lemos,27,Pantón,27041,Deade (San Vicente),2704107
Terra De Lemos,27,Pantón,27041,Eiré (San Xulián),2704108
Terra De Lemos,27,Pantón,27041,Espasantes (Santo Estevo),2704109
Terra De Lemos,27,Pantón,27041,Ferreira de Pantón (Santa María),2704110
Terra De Lemos,27,Pantón,27041,Frontón (San Xoán),2704111
Terra De Lemos,27,Pantón,27041,Mañente (San Mamede),2704112
Terra De Lemos,27,Pantón,27041,Santo Estevo do Mato (Santo Estevo),2704113
Terra De Lemos,27,Pantón,27041,Moreda (San Romao),2704114
Terra De Lemos,27,Pantón,27041,Pantón (San Martiño),2704115
Terra De Lemos,27,Pantón,27041,Pombeiro (San Vicente),2704116
Terra De Lemos,27,Pantón,27041,Ribeiras de Miño (Santo André),2704117
Terra De Lemos,27,Pantón,27041,Següín (Santo André),2704118
Terra De Lemos,27,Pantón,27041,Serode (San Xulián),2704119
Terra De Lemos,27,Pantón,27041,Siós (San Martiño),2704120
Terra De Lemos,27,Pantón,27041,Toldaos (San Xoán),2704121
Terra De Lemos,27,Pantón,27041,Tribás (San Martiño),2704122
Terra De Lemos,27,Pantón,27041,Toiriz (Santa María),2704123
Terra De Lemos,27,Pantón,27041,Santalla de Toiriz (Santalla),2704124
Terra De Lemos,27,Pantón,27041,Vilamelle (San Cibrao),2704125
Terra De Lemos,27,Pantón,27041,Vilar de Ortelle (Santiago),2704126
Terra De Lemos,27,Sober,27059,Amandi (Santa María),2705901
Terra De Lemos,27,Sober,27059,Anllo (Santo Estevo),2705902
Terra De Lemos,27,Sober,27059,San Martiño de Anllo (San Martiño),2705903
Terra De Lemos,27,Sober,27059,Arroxo (San Martiño),2705904
Terra De Lemos,27,Sober,27059,Barantes (San Xoán),2705905
Terra De Lemos,27,Sober,27059,Bolmente (Santa María),2705906
Terra De Lemos,27,Sober,27059,Brosmos (Santa Cruz),2705907
Terra De Lemos,27,Sober,27059,Bulso (San Pedro),2705908
Terra De Lemos,27,Sober,27059,Canaval (San Pedro),2705909
Terra De Lemos,27,Sober,27059,Doade (San Martiño),2705910
